ID,A,B,C,D,E
811560,1,.,.,.,.
811566,1,1,1,.,.
811587,.,.,1,1,1
811593,.,0,.,1,1
811608,1,1,.,1,1
811611,1,1,1,1,1
811621,.,1,1,1,1
811627,1,1,1,.,1
811660,.,.,.,.,1
811663,1,.,.,.,.
811688,.,.,1,1,1
811700,1,1,1,1,.
811703,1,1,1,.,.
811712,1,.,.,.,.
811721,.,.,1,1,1
811730,.,.,.,1,.
811734,1,.,.,.,.
811749,1,1,.,1,1
811758,1,1,1,1,1
811782,.,.,1,.,.
811785,1,1,1,1,1
811807,1,1,1,1,1
811813,.,.,0,0,.
811816,.,1,.,.,.
811828,1,.,.,.,.
811840,1,1,1,.,.
811868,.,.,0,0,.
811877,0,1,0,1,1
811880,1,1,1,1,1
811883,1,.,.,.,.
811895,1,1,1,1,1
811920,.,.,.,1,1
811981,1,1,1,.,1
811984,.,.,.,1,1
811993,1,.,.,.,.
812002,0,0,.,1,1
812017,.,1,1,1,1
812026,1,1,1,1,1
812033,1,.,.,.,.
812042,.,.,1,1,1
812054,1,0,.,.,.
812057,1,1,1,1,1
812063,.,1,1,1,1
812072,1,1,.,.,.
812075,.,.,0,.,.
812106,1,1,1,.,1
812136,0,.,.,.,.
812155,1,1,1,0,1
812167,.,.,1,1,1
812173,1,.,1,.,.
812179,.,.,.,.,1
812182,.,.,0,0,0
812197,1,1,.,.,.
812210,.,.,.,.,0
812222,.,1,0,.,.
812225,1,1,1,.,.
812228,.,0,0,0,.
812240,1,.,1,.,.
812243,1,1,1,1,1
812249,1,0,1,1,1
812255,1,1,0,.,.
812261,.,.,1,1,1
812298,1,.,.,.,.
812313,0,0,0,0,0
812316,1,.,.,.,.
812319,1,1,1,1,1
812329,1,1,.,1,0
812350,1,1,1,1,.
812374,1,1,1,1,1
812380,.,.,.,.,0
812393,1,1,1,.,.
812402,1,.,.,.,.
812426,0,.,.,.,.
812429,.,1,1,1,1
812438,0,.,0,1,1
812445,1,1,1,1,1
812457,1,1,.,1,1
812463,1,1,1,1,1
812466,1,.,.,.,.
812469,.,.,1,1,1
812506,1,1,.,.,.
812509,1,0,0,1,1
812518,0,0,0,0,1
812533,1,1,1,.,.
812539,.,.,1,1,1
812545,1,.,1,.,.
812551,0,.,.,.,0
812573,1,.,1,1,1
812588,1,.,1,0,0
812609,1,1,1,1,1
812615,1,1,1,1,1
812625,1,1,1,1,.
812631,1,.,.,.,.
812661,.,1,1,1,1
812673,.,.,1,.,.
812683,1,1,1,1,1
812686,1,0,0,1,1
812692,0,0,0,1,1
812695,.,.,.,.,1
812713,1,.,1,.,.
812722,.,.,.,.,1
812728,1,1,1,1,1
812734,1,1,1,1,1
812756,.,.,.,.,1
812786,1,1,1,1,1
812802,1,1,1,1,1
812817,1,.,.,.,.
812823,1,1,1,1,1
812826,0,0,.,1,0
812850,1,.,.,.,.
812860,.,.,0,1,1
812863,1,.,1,1,1
812878,.,.,.,.,1
812881,0,0,.,.,.
812884,.,.,0,1,1
812887,1,.,1,.,.
812896,1,1,1,1,1
812911,1,1,.,.,.
812933,0,.,.,.,1
812936,.,.,.,.,1
812945,1,.,.,.,.
812966,.,.,0,0,.
812969,.,.,1,1,.
812988,.,.,1,1,.
812994,1,1,1,.,.
813000,.,.,1,1,1
813003,1,1,1,.,.
813006,1,1,0,1,1
813021,.,.,.,.,1
813031,1,.,.,.,.
813034,1,1,1,1,.
813043,.,.,.,1,1
813058,0,.,.,.,.
813092,1,1,1,1,1
813107,.,.,.,.,0
813110,1,1,1,0,0
813119,1,.,.,.,.
813122,1,1,1,1,1
813140,1,.,.,.,.
813143,0,0,0,.,.
813146,0,.,.,.,.
813150,1,1,1,1,1
813153,1,1,1,1,1
813165,1,.,.,.,.
813168,.,.,.,.,1
813174,1,1,1,.,.
813183,0,0,0,1,1
813189,.,.,.,.,1
813192,.,.,0,1,.
813201,1,1,1,1,1
813214,1,1,0,1,1
813223,1,1,1,.,.
813226,1,1,.,.,.
813232,1,1,1,1,1
813247,.,.,.,.,0
813259,1,1,1,1,1
813272,.,.,1,.,.
813290,0,0,0,0,0
813293,.,.,.,.,0
813366,1,1,1,.,.
813375,.,0,0,1,1
813381,0,1,0,.,.
813397,.,.,1,1,1
813403,.,.,1,1,1
813424,.,.,.,.,1
813436,1,1,1,1,1
813452,.,.,.,.,1
813479,1,.,.,.,.
813485,.,.,1,1,1
813491,1,1,1,1,1
813497,1,1,1,1,1
813525,0,.,.,.,.
813540,1,1,1,1,0
813546,.,.,1,1,1
813558,.,.,.,.,1
813562,1,1,.,.,.
813565,1,1,1,1,1
813577,1,1,1,1,1
813598,.,.,.,1,1
813601,1,1,1,1,1
813626,1,1,1,1,1
813629,1,1,1,1,1
813638,1,.,.,.,.
813644,1,1,1,1,1
813653,1,.,.,.,.
813662,1,1,1,.,0
813696,0,.,.,.,.
813699,.,.,.,1,1
813705,.,1,1,1,1
813711,.,1,1,.,.
813714,1,1,1,1,1
813720,1,1,1,1,1
813723,1,1,.,.,.
813726,1,1,1,1,1
813729,1,0,1,0,0
813739,1,.,.,.,.
813763,1,1,1,1,1
813781,.,1,1,1,1
813796,.,.,0,1,1
813806,.,.,1,1,.
813812,1,.,0,1,.
813815,.,.,1,1,.
813818,1,.,.,.,.
813821,0,0,0,0,0
813830,1,1,1,1,.
813854,1,1,1,1,1
813861,1,.,0,1,0
813870,.,.,.,1,1
813885,1,1,1,1,1
813912,1,1,.,.,.
813919,1,.,.,.,.
813922,1,1,1,1,1
813934,1,1,.,.,.
813943,1,.,.,1,1
813949,0,0,.,1,.
813955,1,1,1,1,1
813964,1,.,.,.,.
813970,.,0,.,.,.
813973,.,.,1,.,.
813977,1,1,1,1,1
813980,.,.,1,1,1
813989,.,.,0,0,0
813992,.,.,1,1,1
813995,1,1,1,1,1
814001,1,1,1,1,1
814010,.,.,1,1,1
814016,1,1,1,1,1
814031,1,.,.,.,.
814044,0,0,0,0,0
814047,1,1,1,1,1
814059,.,1,1,.,1
814077,1,1,.,.,.
814096,1,1,1,1,.
814111,1,1,.,.,.
814135,.,.,.,.,1
814141,1,1,.,1,1
814160,1,1,0,1,1
814175,.,.,.,.,1
814178,.,.,1,1,.
814184,1,.,.,.,.
814199,1,.,1,.,.
814202,1,.,.,.,.
814205,.,.,0,0,0
814215,1,0,1,1,1
814227,.,.,0,0,0
814239,1,1,1,1,1
814282,.,.,1,1,1
814324,.,.,.,1,1
814331,0,1,0,1,1
814352,.,1,.,1,1
814355,.,.,1,.,.
814382,.,.,0,1,1
814389,1,.,1,1,1
814398,1,.,.,.,.
814407,0,.,.,.,.
814422,1,.,.,.,.
814425,0,0,0,.,.
814489,.,1,1,1,1
814495,0,.,.,.,.
814498,1,.,.,.,.
814501,.,.,.,1,1
814535,1,1,1,1,0
814547,1,1,1,.,1
814572,1,1,1,.,.
814590,1,1,1,.,.
814602,.,.,.,.,1
814605,1,1,1,.,.
814620,1,1,1,1,.
814630,1,1,1,1,1
814636,1,1,0,1,1
814645,1,1,1,1,1
814651,1,1,.,.,.
814666,.,1,1,1,1
814691,1,.,.,.,.
814703,1,1,0,.,1
814724,1,1,1,1,1
814736,1,1,1,1,1
814743,1,1,1,1,1
814746,1,.,.,.,.
814752,.,.,1,.,.
814755,1,.,.,.,.
814758,1,1,.,.,.
814773,1,.,.,.,.
814776,.,.,1,1,1
814782,.,.,.,1,1
814785,1,1,.,.,.
814794,1,.,.,.,.
814797,.,.,1,1,1
814804,.,.,.,.,0
814807,1,1,1,1,1
814825,.,.,1,.,.
814840,1,1,1,1,.
814849,.,.,1,1,1
814852,.,.,.,.,0
814871,.,.,.,.,1
814877,.,.,.,.,1
814880,1,1,1,1,1
814883,1,1,.,.,.
814892,.,.,.,.,1
814898,.,.,.,.,1
814904,.,.,1,.,.
814910,1,1,1,.,.
814929,0,0,0,.,.
814941,1,.,.,.,.
814944,.,.,1,.,.
814947,1,1,1,1,1
814956,1,1,1,1,1
814959,1,1,.,.,.
814965,1,.,.,.,.
814981,.,.,1,1,1
814984,1,.,.,.,.
814996,1,1,1,1,1
814999,.,.,.,.,1
815008,1,1,1,.,.
815014,1,.,.,.,.
815032,1,.,.,.,.
815048,1,1,1,1,1
815063,1,1,.,.,.
815066,.,.,0,1,1
815087,1,.,1,1,.
815090,1,.,.,1,.
815106,1,1,1,1,1
815124,1,1,1,1,1
815127,1,1,1,1,1
815133,1,1,1,0,1
815173,1,1,1,1,1
815179,1,1,.,.,.
815219,1,1,1,1,1
815222,1,1,1,1,1
815240,1,.,.,.,.
815246,.,1,1,1,1
815252,.,.,.,.,1
815264,1,1,1,1,1
815267,.,1,1,1,1
815274,1,.,.,.,.
815283,1,.,1,1,1
815289,1,1,1,.,.
815295,.,0,.,.,.
815338,1,.,.,.,.
815350,0,.,0,.,.
815356,.,.,0,1,1
815359,0,0,0,1,.
815368,.,.,1,1,1
815377,1,1,1,1,1
815386,1,1,1,1,1
815396,.,.,1,.,.
815399,1,1,1,1,1
815405,1,1,1,1,1
815411,.,.,.,.,0
815417,1,1,1,1,1
815423,1,.,1,.,.
815426,0,0,.,.,.
815435,1,1,1,1,1
815438,1,.,1,.,1
815444,1,1,1,1,.
815451,.,.,1,1,1
815460,1,.,.,.,.
815466,1,1,1,.,.
815484,1,1,1,1,1
815487,1,1,1,1,1
815490,1,.,.,.,.
815496,.,.,.,.,1
815502,1,0,.,.,.
815509,1,.,.,.,.
815515,.,.,1,1,1
815524,1,.,.,.,.
815530,.,1,.,.,.
815533,1,1,1,1,1
815573,1,.,.,.,.
815588,.,.,0,1,.
815612,0,.,.,.,.
815628,.,.,.,.,1
815637,1,1,1,1,1
815643,1,1,1,1,1
815646,1,1,1,1,1
815649,.,1,.,.,.
815652,1,1,1,0,.
815689,1,1,.,.,.
815695,1,1,1,1,1
815698,.,.,1,1,1
815701,1,0,1,1,1
815716,0,1,1,1,1
815722,1,.,.,.,.
815728,.,.,0,.,.
815747,.,.,1,1,1
815756,1,.,.,.,.
815762,1,.,1,1,1
815771,1,1,1,1,.
815780,.,.,.,.,1
815808,.,0,0,.,.
815826,1,1,1,1,1
815844,1,1,1,1,.
815850,.,.,.,.,1
815875,.,.,0,0,0
815893,.,.,1,1,.
815921,.,.,.,.,1
815924,.,1,.,.,.
815927,.,.,.,.,0
815951,1,1,1,1,1
815957,.,.,.,1,1
815960,1,.,1,.,.
815975,.,.,.,1,1
815982,.,.,1,0,0
815997,1,1,1,1,1
816000,.,.,0,.,.
816003,1,1,0,1,0
816012,.,.,.,.,1
816024,1,.,.,.,.
816027,1,.,.,.,.
816030,.,.,.,.,1
816040,1,1,1,1,1
816046,1,.,.,.,.
816052,.,.,.,.,1
816058,1,.,.,.,.
816098,1,0,1,1,1
816122,.,1,1,.,1
816137,1,1,1,1,1
816149,1,.,.,.,.
816156,.,1,.,.,.
816171,1,.,.,.,.
816186,.,.,.,.,1
816195,.,1,.,.,.
816198,.,1,1,1,.
816204,.,.,0,.,.
816226,.,.,1,1,.
816244,1,1,1,1,1
816253,1,.,1,1,.
816256,1,1,1,1,1
816259,1,1,.,1,1
816262,1,1,1,1,1
816278,1,1,1,.,.
816284,1,1,1,1,1
816287,0,0,0,.,0
816293,1,.,.,.,.
816302,.,.,.,.,1
816305,1,1,1,1,0
816311,1,1,1,1,1
816326,1,1,1,1,.
816348,1,1,1,1,0
816369,.,.,1,1,1
816378,.,.,.,.,0
816384,1,1,1,1,.
816387,0,0,0,.,0
816394,1,.,.,.,.
816400,1,0,0,.,.
816409,1,1,1,1,1
816412,1,.,.,.,.
816418,0,0,0,0,.
816442,1,.,.,.,.
816461,.,1,1,1,1
816464,.,1,1,.,.
816467,1,.,.,1,.
816470,1,1,1,1,1
816476,0,0,0,0,0
816482,1,1,1,1,1
816485,1,1,1,1,1
816503,1,.,.,.,.
816513,.,.,1,.,.
816525,1,1,1,1,1
816528,.,.,1,.,.
816534,1,.,1,1,.
816546,.,1,.,.,.
816549,1,1,1,1,1
816564,1,.,.,.,.
816567,1,.,.,.,.
816574,1,1,.,.,.
816580,1,.,.,.,.
816595,.,1,1,1,0
816601,.,.,.,.,1
816613,1,1,1,1,0
816629,1,1,1,1,1
816641,1,1,0,1,1
816647,1,.,.,.,.
816656,.,1,1,1,1
816665,1,1,1,1,1
816680,1,1,0,1,.
816687,.,1,1,1,.
816702,.,.,.,.,1
816705,.,.,.,.,1
816711,0,.,0,.,.
816714,1,1,1,1,1
816717,.,1,1,1,1
816748,1,.,1,1,1
816751,1,1,1,1,1
816760,1,1,1,1,1
816775,1,.,1,1,1
816781,1,1,.,.,.
816784,0,.,.,.,.
816790,1,.,1,1,.
816799,1,.,.,.,.
816802,1,.,.,.,.
816818,1,.,.,.,.
816830,.,1,1,.,.
816836,1,1,1,1,1
816839,1,1,1,1,1
816845,0,.,1,.,.
816854,1,1,1,.,1
816864,1,1,1,1,1
816867,0,0,0,.,.
816873,.,.,1,1,1
816879,1,.,.,.,.
816888,1,1,1,1,.
816894,.,.,1,1,1
816903,.,.,1,0,0
816915,1,1,1,1,.
816925,0,.,1,.,.
816928,1,.,.,.,.
816937,.,1,1,1,1
816943,1,1,1,1,1
816946,.,.,.,.,1
816949,.,.,.,.,1
816952,1,1,1,1,1
816970,1,1,1,1,1
816983,1,.,1,1,1
816998,.,.,.,1,.
817004,1,1,1,1,1
817007,.,.,0,0,1
817019,1,1,1,1,1
817028,0,.,.,.,.
817031,.,.,0,0,.
817034,1,1,0,1,0
817062,.,.,.,1,.
817065,.,.,.,.,1
817074,1,1,1,1,1
817089,1,.,1,.,.
817102,.,.,.,1,1
817105,1,.,1,.,.
817132,1,1,1,1,1
817147,.,.,.,.,0
817150,.,0,0,0,0
817153,1,.,.,.,.
817160,1,1,1,1,1
817166,1,1,1,.,.
817175,1,1,1,.,.
817190,1,.,.,1,1
817202,.,.,.,.,0
817221,1,1,1,1,1
817239,1,.,.,.,.
817242,1,.,.,.,.
817260,.,.,1,1,1
817279,.,1,1,.,.
817285,1,1,1,1,1
817291,1,.,.,.,.
817297,0,1,0,0,0
817303,.,.,.,.,0
817324,1,.,.,.,.
817343,.,.,.,1,1
817346,.,.,.,.,0
817352,.,.,.,.,0
817355,1,.,1,.,.
817395,1,.,.,.,.
817404,1,1,1,1,1
817413,1,.,.,.,.
817431,.,.,1,.,1
817434,1,.,.,.,.
817437,0,0,0,0,0
817440,1,.,.,.,.
817449,.,.,.,.,1
817453,0,.,0,.,.
817456,1,1,1,1,.
817483,1,1,1,1,1
817486,1,1,1,.,1
817504,.,.,.,.,1
817523,1,1,1,1,1
817547,1,.,.,.,.
817550,.,.,1,1,1
817553,1,.,.,.,.
817562,1,.,0,.,0
817584,.,.,0,0,0
817593,1,1,1,1,1
817623,.,.,1,1,1
817639,.,1,.,.,.
817642,.,.,0,.,.
817648,1,.,.,.,.
817651,1,1,1,1,1
817657,1,1,1,1,1
817660,1,1,1,.,.
817663,0,0,0,0,0
817666,.,.,0,0,.
817691,1,.,.,.,.
817706,1,.,.,.,.
817733,.,.,1,1,1
817752,1,.,.,.,.
817758,.,1,.,.,.
817773,.,1,1,1,1
817788,0,0,0,0,0
817794,.,.,1,.,.
817797,.,.,.,1,1
817837,0,0,0,.,0
817843,1,1,1,1,1
817852,1,1,1,1,1
817871,1,.,.,.,.
817880,1,1,1,1,1
817892,.,1,0,.,.
817901,1,1,1,1,1
817904,.,1,1,1,1
817916,.,1,1,1,.
817938,0,0,0,.,0
817941,1,1,1,.,.
817950,.,0,1,1,1
817956,1,1,1,.,1
817974,1,1,1,.,.
817984,.,.,1,1,.
817987,1,1,0,0,.
817990,1,1,1,0,0
817996,.,.,1,.,.
817999,1,.,.,.,.
818017,.,.,.,0,1
818023,1,1,1,.,1
818032,.,.,.,.,1
818038,.,.,0,0,1
818045,1,.,.,.,.
818054,.,.,1,1,1
818057,.,.,1,1,1
818063,.,.,1,.,.
818069,1,1,1,.,1
818103,.,.,.,.,1
818112,.,.,1,1,1
818118,1,1,1,1,1
818127,.,.,1,1,1
818139,1,1,1,.,.
818145,.,.,.,.,1
818161,1,.,.,.,.
818164,.,1,0,0,.
818176,1,1,1,1,1
818179,.,1,0,1,0
818182,1,1,1,1,1
818191,.,.,1,1,1
818194,1,1,.,.,.
818200,.,.,1,1,1
818215,.,.,1,.,.
818228,.,1,1,1,1
818252,.,.,.,.,1
818264,1,1,1,1,1
818270,.,1,1,1,1
818292,1,.,1,1,1
818304,1,.,.,.,.
818307,1,1,1,1,1
818310,1,1,.,.,.
818319,1,1,1,1,1
818325,1,1,1,.,.
818353,1,1,1,0,0
818356,1,1,1,.,1
818380,1,1,1,1,.
818392,.,1,.,.,.
818408,1,1,1,1,1
818441,1,1,.,.,1
818460,.,.,.,1,1
818466,1,1,1,1,1
818478,0,0,0,1,1
818481,1,.,.,.,.
818487,.,1,1,1,1
818496,1,0,0,1,1
818511,.,.,.,.,1
818521,1,.,1,.,1
818530,1,1,1,1,1
818533,1,1,1,1,1
818545,1,1,1,.,.
818548,.,.,1,1,1
818557,1,.,.,.,.
818563,1,1,.,.,.
818569,.,.,1,1,1
818579,1,1,0,.,.
818591,.,1,.,.,1
818597,.,1,.,.,.
818600,1,.,.,.,.
818606,1,.,.,.,.
818609,.,.,0,.,.
818637,.,1,1,1,1
818640,1,.,.,.,.
818646,1,.,.,.,.
818649,.,.,0,.,.
818652,1,.,.,1,0
818655,.,.,1,1,1
818658,.,.,1,1,1
818670,0,1,1,0,0
818673,.,.,.,.,0
818695,1,.,.,.,.
818701,1,.,.,.,.
818707,.,1,0,1,1
818710,.,0,.,.,0
818731,1,1,1,.,.
818734,1,1,1,1,1
818737,.,.,1,1,1
818740,1,.,.,.,.
818750,.,.,.,.,1
818765,1,.,.,.,.
818774,1,0,1,1,1
818777,1,1,1,1,1
818783,1,.,.,.,.
818786,1,1,1,1,1
818789,1,.,1,.,1
818807,.,1,1,.,.
818829,1,.,.,1,.
818847,1,1,.,.,.
818853,1,1,1,.,.
818869,1,1,1,1,.
818878,.,.,.,.,0
818881,1,1,1,1,1
818884,1,1,1,1,1
818896,1,.,.,1,1
818899,.,.,.,1,1
818920,.,1,1,1,1
818923,1,1,1,1,1
818927,1,1,.,.,1
818936,.,.,1,.,.
818942,1,.,.,.,.
818960,1,.,1,.,.
818963,.,.,.,1,1
818981,0,1,0,1,1
818991,.,.,.,.,1
819000,0,0,0,0,0
819006,0,.,.,.,.
819012,0,0,0,0,0
819018,.,.,1,.,.
819049,.,.,.,1,0
819058,1,1,.,.,.
819067,1,1,1,1,1
819076,.,.,.,1,1
819079,1,.,.,.,.
819082,1,1,0,1,1
819085,1,.,.,.,.
819097,1,1,.,.,.
819107,1,.,.,.,.
819110,.,.,1,.,.
819113,1,.,.,.,.
819116,.,.,.,.,1
819122,.,.,.,.,1
819131,.,.,.,.,1
819137,1,1,1,1,1
819149,.,.,0,1,.
819155,.,.,.,.,1
819168,1,1,1,1,1
819183,.,.,1,1,1
819192,.,0,0,0,.
819207,.,.,1,1,1
819226,1,1,1,1,1
819235,0,0,0,0,0
819247,1,.,.,.,1
819250,1,.,.,.,.
819274,.,.,.,.,1
819284,1,1,1,1,.
819293,.,.,.,.,1
819296,0,0,.,.,0
819302,0,0,0,.,0
819305,0,.,.,.,.
819308,1,1,1,.,.
819311,.,1,0,1,1
819366,.,.,.,1,.
819378,.,.,1,.,.
819381,.,.,.,.,1
819384,1,.,.,.,.
819393,0,1,1,.,1
819406,.,1,1,.,1
819412,.,.,.,.,0
819415,.,1,1,1,1
819418,.,0,0,0,0
819433,1,1,1,1,1
819439,1,1,1,1,1
819445,.,.,.,0,1
819451,1,.,.,.,.
819461,.,1,1,1,1
819464,1,1,.,1,1
819467,.,.,.,.,1
819476,.,.,.,1,1
819479,0,0,0,0,0
819485,0,0,1,.,.
819488,1,1,.,0,1
819494,1,1,.,.,.
819515,1,1,0,0,0
819540,1,1,1,1,1
819549,.,.,.,.,1
819570,.,.,.,.,1
819577,.,.,1,1,1
819583,1,1,1,1,1
819653,1,1,0,0,0
819671,.,.,.,.,1
819686,1,1,1,1,1
819702,.,.,.,.,1
819705,1,1,1,.,1
819711,1,.,1,.,.
819717,.,.,1,0,0
819726,0,0,.,.,.
819741,.,.,.,.,1
819747,1,1,1,1,.
819754,.,.,1,1,1
819778,1,.,.,.,.
819790,.,.,.,.,1
819808,.,.,0,0,.
819824,.,.,1,.,.
819833,.,.,.,.,1
819839,1,.,.,.,.
819885,.,.,0,.,.
819894,1,0,1,1,1
819909,.,.,.,.,1
819912,.,.,.,.,1
819937,1,1,1,1,1
819946,.,.,.,.,1
819952,1,.,.,.,.
819982,1,1,1,1,.
819985,1,.,1,1,.
820004,0,.,.,.,.
820010,1,1,.,.,.
820016,1,1,1,0,0
820022,1,1,.,1,0
820031,1,.,.,.,.
820034,1,1,1,1,1
820059,0,.,.,.,.
820077,1,1,1,1,1
820080,.,.,.,.,1
820095,1,1,0,1,1
820104,.,.,0,.,.
820108,1,.,.,.,.
820114,1,.,.,.,.
820132,1,.,.,.,.
820141,.,.,1,1,1
820147,1,0,1,1,.
820156,1,1,1,1,1
820172,.,1,1,1,1
820184,1,1,0,1,0
820193,.,.,1,1,1
820205,.,.,.,.,1
820227,1,.,.,.,.
820236,1,.,0,1,.
820239,1,1,.,.,.
820254,1,1,1,1,1
820257,1,0,0,1,1
820263,1,.,.,.,.
820269,1,.,1,.,1
820278,1,1,1,.,.
820281,.,.,1,1,1
820291,.,.,1,.,.
820294,.,.,1,1,.
820312,.,.,.,.,0
820346,1,.,.,.,.
820352,1,1,1,0,0
820376,1,1,1,1,1
820401,.,.,.,0,.
820434,1,1,.,.,.
820437,.,.,.,.,1
820455,1,1,1,1,1
820458,0,.,.,.,.
820471,1,1,1,1,.
820492,1,1,1,.,.
820544,.,0,0,0,0
820556,.,0,1,.,1
820559,.,1,.,.,1
820568,.,1,1,1,1
820599,.,.,.,0,1
820602,1,.,.,1,.
820626,1,1,1,1,1
820632,0,0,0,0,0
820639,1,.,.,.,.
820651,0,.,.,.,1
820660,1,1,1,1,1
820675,1,0,0,1,1
820709,1,.,.,.,.
820727,.,.,0,.,.
820730,1,1,1,1,1
820733,1,1,1,1,1
820742,1,1,1,1,1
820748,1,1,1,1,1
820751,.,.,0,.,.
820755,.,.,0,0,0
820761,1,1,1,.,.
820767,1,1,1,1,1
820770,1,.,.,.,.
820779,0,0,0,.,0
820785,1,1,1,1,1
820788,0,0,0,1,0
820825,.,0,.,.,.
820846,.,.,.,.,1
820852,1,1,1,1,1
820870,0,0,0,.,.
820877,0,.,0,.,.
820883,1,1,1,1,1
820892,.,.,1,1,1
820907,1,.,1,.,.
820922,1,1,1,.,1
820935,1,1,.,.,.
820947,1,1,1,.,1
820950,1,1,1,1,1
820983,.,1,1,1,1
820989,.,.,1,1,1
821023,.,.,.,.,1
821032,.,.,.,1,.
821038,1,.,.,.,.
821051,1,1,0,1,1
821063,.,0,.,.,.
821069,1,.,.,.,1
821078,1,.,.,.,.
821087,.,1,1,1,1
821090,0,1,1,0,1
821096,1,1,1,1,1
821105,1,.,.,1,.
821112,1,.,.,.,.
821139,1,.,.,.,.
821154,1,.,.,.,.
821157,.,1,1,1,.
821166,.,.,.,.,0
821170,.,.,1,1,1
821179,.,.,0,.,1
821185,1,1,1,1,1
821197,1,.,.,.,.
821203,0,.,.,.,.
821209,0,0,0,.,.
821212,1,1,1,1,1
821218,.,1,1,.,.
821237,.,.,.,.,1
821252,.,1,1,1,1
821255,0,.,.,.,.
821267,.,1,1,1,1
821270,1,.,.,.,.
821273,1,1,.,.,.
821289,1,1,1,.,.
821301,1,1,1,.,.
821310,.,1,.,.,.
821347,.,1,.,.,.
821353,1,1,1,1,1
821365,1,1,1,1,1
821368,1,.,1,1,.
821371,.,.,1,.,1
821377,.,.,1,1,1
821383,0,.,.,.,.
821395,1,.,.,.,.
821405,1,.,1,1,.
821429,.,1,.,.,.
821438,1,.,.,.,.
821441,1,1,1,1,1
821447,1,.,.,1,1
821456,.,1,1,1,1
821459,1,1,0,1,1
821466,.,.,1,1,0
821469,1,0,0,.,.
821484,.,.,0,1,1
821493,.,1,1,1,1
821496,1,1,1,.,1
821499,.,.,1,1,1
821505,.,.,.,.,1
821508,.,.,0,0,0
821517,1,.,.,.,.
821527,.,.,0,.,.
821536,1,.,.,.,.
821560,1,.,1,1,1
821566,1,.,.,.,.
821572,1,.,.,.,.
821582,.,1,1,1,1
821597,.,.,.,.,1
821606,1,1,1,1,1
821618,0,0,0,.,0
821624,.,.,.,.,0
821633,.,1,1,.,.
821649,.,1,0,1,1
821655,1,1,1,1,1
821673,1,1,1,1,1
821679,1,1,1,1,1
821682,1,1,1,1,0
821688,.,.,.,1,1
821719,1,.,.,1,.
821728,.,.,.,.,1
821737,1,1,1,0,1
821743,.,1,.,.,.
821765,.,.,0,0,0
821792,1,.,1,1,0
821798,.,.,1,1,1
821817,1,1,1,.,.
821823,1,1,1,1,1
821826,1,1,1,1,1
821835,.,.,.,0,0
821838,1,1,1,1,1
821862,.,.,1,.,0
821871,1,1,1,1,.
821881,1,1,1,1,1
821893,.,0,0,.,0
821908,1,.,.,.,.
821942,1,.,1,1,1
821948,.,.,.,.,1
821954,.,.,.,.,1
821963,0,.,.,.,.
821984,1,1,1,1,1
822027,1,1,1,1,1
822045,1,1,1,1,1
822052,.,.,.,.,1
822055,0,1,.,1,1
822058,1,.,.,.,.
822064,1,.,1,1,1
822067,.,1,1,1,1
822070,.,.,1,1,1
822073,1,.,.,.,.
822076,0,0,0,.,.
822082,1,.,1,.,1
822091,0,1,0,1,0
822097,1,.,.,.,.
822113,1,1,1,1,1
822119,1,.,.,.,.
822143,1,1,.,.,.
822146,1,1,.,.,.
822155,1,1,1,1,.
822158,.,1,1,1,1
822177,1,.,.,.,.
822186,1,1,1,1,1
822201,1,1,1,1,1
822210,1,1,1,1,1
822241,.,.,0,0,1
822250,0,0,.,.,.
822256,0,.,.,.,.
822274,1,.,.,.,.
822293,1,1,1,1,1
822305,1,.,.,.,.
822314,.,1,.,.,.
822320,1,.,.,.,.
822341,1,1,1,1,1
822348,.,.,.,.,0
822354,1,1,1,1,1
822363,1,1,1,1,1
822366,.,.,1,1,1
822378,1,1,1,1,1
822390,1,1,.,.,.
822393,1,1,1,1,1
822402,.,1,.,.,.
822406,.,.,1,1,1
822412,0,.,.,.,.
822418,.,.,.,1,1
822421,1,.,.,.,.
822436,.,.,0,1,1
822439,.,.,0,1,1
822442,.,.,.,.,1
822448,0,.,.,0,.
822463,1,.,.,.,.
822470,.,.,1,1,1
822479,1,1,1,.,.
822482,1,1,1,1,.
822497,1,1,0,.,1
822500,.,.,1,1,1
822506,1,.,.,.,.
822518,1,.,.,.,.
822521,1,.,1,1,1
822525,.,1,0,1,1
822540,1,1,1,1,1
822543,1,1,1,1,1
822546,.,.,1,1,1
822564,.,.,1,.,.
822583,1,1,1,1,1
822592,1,.,1,1,.
822598,.,.,1,1,.
822601,1,1,.,.,.
822610,.,.,.,1,1
822616,1,.,.,.,.
822628,.,.,.,.,0
822634,.,.,1,1,1
822637,1,1,1,1,1
822640,1,.,.,.,.
822650,.,.,.,.,1
822683,1,.,.,.,.
822705,1,0,1,1,1
822714,.,.,.,.,1
822726,0,0,0,0,.
822735,.,.,1,1,1
822741,1,1,1,1,1
822744,1,1,1,1,1
822760,1,.,.,.,.
822763,.,1,1,0,.
822772,.,.,1,1,1
822775,1,1,1,1,1
822778,1,1,1,1,1
822784,1,.,.,.,.
822796,.,.,.,.,1
822808,1,1,1,1,1
822811,1,1,1,1,0
822814,1,1,1,1,1
822821,1,0,0,0,0
822827,1,1,1,1,1
822836,1,1,0,1,1
822851,0,0,0,0,0
822863,1,1,1,1,1
