ID,A,B,C,D,E
833874,1,.,.,.,.
833877,1,.,.,.,.
833883,1,1,1,1,1
833889,1,.,.,.,.
833895,1,1,1,1,1
833901,1,1,1,1,1
833905,.,1,1,1,1
833911,.,.,1,0,1
833917,1,1,1,1,1
833923,1,1,1,1,0
833935,1,.,.,.,.
833956,1,1,1,1,1
833959,.,.,1,.,.
833972,1,1,1,0,1
833975,1,1,1,1,1
833984,.,.,.,0,.
833993,1,1,1,1,1
834002,0,1,1,.,.
834011,.,.,.,.,1
834042,0,1,0,.,.
834045,1,1,1,1,1
834051,1,1,1,1,1
834057,.,.,1,1,1
834066,1,1,.,.,.
834072,1,1,.,.,.
834082,.,.,1,1,.
834094,1,1,1,1,1
834106,.,.,1,1,1
834112,1,1,1,1,1
834143,.,.,.,.,1
834152,0,.,.,.,.
834158,1,.,.,.,.
834161,1,0,0,.,.
834170,.,.,0,1,1
834176,.,.,.,.,1
834182,0,.,.,.,.
834194,1,1,1,1,1
834197,1,1,.,.,.
834207,1,1,1,1,.
834213,1,.,.,.,.
834216,1,1,1,.,.
834231,1,.,1,.,1
834240,1,1,1,1,1
834249,.,0,0,.,0
834262,1,.,1,1,.
834268,0,0,0,.,0
834274,0,0,1,0,0
834283,.,.,1,1,1
834289,1,.,.,.,.
834292,1,.,.,1,1
834298,1,.,.,.,.
834329,1,.,.,.,.
834332,.,1,1,.,1
834341,1,1,1,1,1
834356,1,1,1,1,1
834368,1,1,1,1,1
834384,1,1,.,.,.
834387,1,1,1,1,1
834408,.,.,.,1,0
834417,.,1,1,1,1
834420,.,.,1,0,0
834423,1,.,.,.,.
834429,0,1,0,1,1
834463,.,.,.,.,0
834469,.,.,1,.,.
834472,1,.,1,1,1
834475,.,.,.,0,0
834487,1,1,.,.,.
834500,.,.,0,0,0
834506,1,1,0,.,1
834521,.,.,.,0,.
834533,1,.,.,.,.
834536,.,1,.,.,.
834555,1,.,.,.,.
834561,1,1,1,0,.
834564,.,.,1,1,.
834567,.,.,1,0,0
834576,.,.,.,.,1
834594,1,0,1,1,1
834597,1,.,.,.,.
834600,.,0,0,1,0
834609,1,1,.,1,1
834613,.,1,1,1,1
834640,.,.,.,.,1
834646,1,1,.,.,.
834652,.,.,.,.,1
834655,.,.,.,1,0
834689,0,.,.,.,.
834692,1,0,0,1,0
834695,1,.,.,.,.
834698,0,0,0,1,0
834725,1,.,.,.,.
834738,0,.,0,1,1
834753,0,.,.,1,1
834759,1,1,1,1,1
834765,.,.,.,.,1
834771,1,1,1,.,1
834777,1,.,1,.,.
834780,1,1,1,1,1
834786,1,1,1,1,1
834790,0,.,.,.,.
834793,0,0,.,0,.
834805,1,.,1,.,.
834814,.,.,.,.,1
834838,.,.,.,.,1
834841,0,0,0,1,.
834848,0,0,0,0,0
834854,1,1,1,1,.
834857,0,0,0,.,.
834866,.,1,1,1,.
834869,1,1,1,1,.
834881,1,1,1,1,1
834890,1,1,1,1,1
834902,1,1,0,1,1
834924,1,1,1,1,1
834936,.,.,.,.,1
834945,1,.,1,.,1
834954,1,0,0,0,0
834976,1,1,1,1,1
834982,1,1,1,1,1
835009,.,1,1,1,.
835015,.,.,1,1,.
835018,1,.,.,.,.
835025,1,1,1,1,.
835034,0,0,0,1,1
835049,1,.,.,.,.
835058,1,.,.,.,.
835061,1,1,1,1,1
835067,1,0,0,0,0
835089,1,1,0,1,1
835092,1,.,.,.,.
835107,1,1,.,.,.
835110,.,1,1,.,.
835113,0,.,.,.,.
835119,1,1,.,0,.
835125,1,1,1,1,1
835131,.,.,.,.,1
835144,1,1,1,.,.
835156,.,.,1,1,1
835168,1,.,.,.,.
835180,1,1,1,1,1
835195,1,1,.,.,.
835208,1,1,1,1,1
835214,1,.,.,.,.
835235,.,.,1,1,1
835247,.,.,.,.,0
835253,1,.,.,.,.
835260,.,.,.,.,1
835263,1,.,.,.,.
835266,1,1,0,1,.
835272,1,.,.,.,.
835278,.,.,1,1,.
835299,1,.,1,1,1
835311,0,1,0,0,0
835314,.,1,1,1,1
835333,.,.,.,1,.
835339,.,.,.,.,1
835351,.,.,.,.,1
835363,.,1,1,1,1
835369,.,1,1,1,1
835388,.,.,.,.,1
835397,1,.,0,1,1
835403,1,1,1,1,1
835418,1,1,1,1,1
835427,1,1,1,1,1
835437,.,.,.,1,1
835440,1,1,1,1,1
835443,.,1,1,1,1
835461,1,.,.,.,.
835470,.,.,1,1,.
835479,1,1,1,1,1
835482,.,.,.,.,1
835485,.,1,1,1,1
835488,1,1,1,1,1
835494,1,.,.,.,.
835498,1,1,1,1,1
835504,1,1,1,1,1
835507,1,.,.,.,.
835510,1,.,.,.,1
835513,1,.,.,.,.
835516,1,.,.,.,.
835519,.,.,1,1,1
835522,1,.,1,1,1
835534,1,.,.,.,.
835537,.,.,.,.,0
835543,1,1,1,1,1
835571,1,1,0,0,0
835577,0,.,.,.,.
835583,1,.,.,.,.
835592,1,.,.,.,.
835598,.,.,.,1,1
835601,.,.,1,1,.
835617,1,1,1,1,.
835623,1,1,1,1,1
835626,1,1,1,.,.
835629,1,1,1,1,1
835647,1,1,1,1,1
835656,.,.,.,.,1
835671,.,.,.,.,1
835693,1,.,.,.,.
835708,1,1,1,.,.
835711,1,1,1,.,.
835742,.,.,0,0,0
835754,1,.,.,.,.
835769,.,1,.,.,.
835772,1,1,1,1,.
835775,1,1,1,.,.
835778,1,1,1,1,1
835784,.,.,1,1,1
835818,.,.,.,.,1
835827,1,.,1,1,.
835830,1,.,.,.,.
835839,1,1,1,1,1
835842,1,1,1,1,1
835858,1,1,1,1,1
835879,.,.,1,.,.
835894,1,1,1,1,1
835925,1,1,1,1,1
835952,0,0,0,1,1
835983,1,.,.,.,.
835992,.,.,.,.,1
836007,1,1,.,.,.
836053,.,0,.,.,.
836071,1,1,1,1,.
836074,.,1,1,1,1
836080,.,.,.,1,1
836083,1,1,1,1,.
836090,.,1,1,1,1
836093,0,1,.,.,.
836105,1,1,.,.,.
836117,1,.,.,.,.
836129,1,.,1,1,1
836132,.,.,1,1,1
836141,1,.,.,.,.
836148,1,1,1,1,1
836151,.,0,.,0,0
836160,1,.,.,.,.
836169,1,.,.,.,.
836199,1,1,1,1,1
836206,0,0,.,.,.
836212,.,.,.,0,0
836221,1,1,1,1,1
836239,.,.,.,.,1
836242,1,1,1,1,.
836282,.,.,1,.,.
836285,1,1,1,1,1
836291,.,.,1,.,.
836294,1,1,1,1,1
836297,.,.,.,.,1
836303,1,1,1,1,1
836312,.,.,1,.,.
836315,.,.,1,.,.
836331,.,.,.,1,1
836373,.,1,1,1,1
836380,1,1,1,.,.
836386,1,1,.,.,.
836404,0,0,0,1,1
836413,0,.,.,.,.
836422,.,.,.,.,1
836428,.,.,.,1,1
836434,.,0,0,0,0
836453,1,.,.,.,.
836462,.,1,.,.,.
836477,0,.,.,.,.
836480,1,1,1,1,1
836492,1,1,1,1,1
836502,.,.,1,1,1
836505,0,1,1,1,1
836508,1,.,0,1,1
836514,.,.,.,.,1
836517,1,.,.,.,.
836520,.,.,.,0,0
836529,1,1,.,1,.
836532,1,1,1,1,1
836538,1,1,1,.,.
836563,1,0,1,1,0
836572,1,1,.,.,.
836575,1,.,.,1,.
836581,.,.,.,1,.
836587,.,.,.,.,1
836608,0,.,.,.,.
836611,1,1,1,1,1
836636,1,1,1,.,.
836654,0,0,0,0,.
836657,1,.,.,.,.
836660,1,1,1,1,1
836694,1,.,.,.,.
836706,.,.,1,.,.
836721,1,.,.,.,.
836734,.,.,.,.,1
836746,1,1,.,.,1
836758,0,0,.,.,.
836788,1,1,0,1,1
836795,.,.,1,.,.
836813,1,0,1,1,1
836819,.,1,1,1,1
836822,1,1,1,1,1
836837,1,1,1,1,1
836846,.,.,.,.,1
836859,1,1,1,1,1
836865,.,.,0,1,1
836871,1,1,1,.,.
836877,1,1,1,1,1
836886,1,1,1,1,1
836898,1,1,1,1,1
836923,1,.,.,.,.
836938,.,1,1,1,1
836962,1,.,1,1,.
836968,.,.,1,1,1
836975,1,.,1,1,.
836987,1,0,.,.,.
836993,1,1,1,1,1
837002,1,.,.,.,.
837005,.,1,0,1,.
837011,.,.,1,1,1
837017,0,0,0,.,0
837020,1,1,.,.,.
837033,1,1,1,1,1
837051,.,.,1,.,.
837060,1,1,.,.,.
837100,1,.,.,.,.
837103,.,.,0,.,.
837109,.,.,.,.,1
837112,1,1,1,1,1
837118,0,.,.,.,.
837121,.,.,.,.,0
837142,1,1,1,1,.
837145,1,1,0,0,0
837149,1,1,1,.,.
837158,1,.,.,.,.
837164,1,0,.,.,1
837167,1,1,1,1,1
837173,.,.,.,.,1
837176,1,1,1,0,.
837179,1,1,1,.,0
837182,.,.,0,1,1
837197,.,.,.,1,1
837203,1,.,.,.,.
837213,.,.,1,1,1
837231,.,.,0,1,.
837246,.,.,.,.,1
837252,.,.,1,.,1
837261,1,1,1,1,1
837280,1,1,1,1,1
837286,.,.,.,0,1
837289,1,1,1,1,1
837319,1,.,1,1,0
837322,1,1,0,1,1
837329,1,1,1,1,.
837338,0,1,0,.,0
837371,1,1,1,.,.
837384,1,.,.,.,.
837387,0,0,0,0,0
837402,1,1,1,1,.
837408,1,1,1,1,1
837411,.,.,1,1,1
837414,.,1,1,1,1
837429,1,1,1,1,1
837454,1,1,1,1,.
837463,1,1,1,1,.
837469,.,.,1,.,1
837472,0,.,.,.,.
837478,.,.,.,.,1
837493,.,.,0,1,0
837496,.,1,1,1,1
837506,1,1,.,.,.
837509,1,1,1,1,.
837561,1,1,.,.,.
837570,1,1,1,1,1
837591,1,1,1,1,1
837594,.,.,.,.,1
837597,0,.,0,.,.
837625,1,1,1,1,1
837631,1,1,0,0,0
837637,1,1,1,1,1
837652,1,.,.,.,.
837661,1,1,1,1,0
837664,.,.,1,1,.
837667,1,.,.,.,.
837670,1,1,.,1,1
837680,1,1,1,.,1
837695,.,0,0,1,1
837698,1,1,1,1,1
837701,1,1,1,.,1
837704,.,.,.,.,1
837716,1,1,1,1,1
837728,1,.,1,.,.
837731,1,.,.,.,.
837741,1,1,1,1,1
837747,.,.,0,.,.
837768,.,.,1,1,1
837783,1,.,1,1,.
837789,.,1,1,.,.
837796,1,1,1,1,1
837817,1,1,1,1,1
837838,1,.,.,.,.
837850,0,0,0,0,.
837869,.,.,.,.,0
837918,.,1,1,1,1
837945,1,1,0,.,.
837957,1,1,1,1,1
837960,.,1,1,1,1
837966,0,.,.,.,.
837969,.,.,.,1,.
838012,0,0,0,0,.
838018,0,0,.,.,.
838021,1,.,1,.,.
838024,.,.,.,.,1
838031,1,1,1,1,1
838037,.,.,.,.,1
838043,1,1,.,.,.
838076,.,1,1,1,1
838085,.,0,0,0,.
838107,.,.,0,0,.
838122,1,1,1,.,.
838134,0,.,0,.,.
838143,1,.,.,.,.
838156,1,0,1,1,1
838159,1,1,1,1,1
838162,.,.,1,1,1
838171,0,.,.,1,1
838177,1,0,1,1,1
838180,1,1,1,.,.
838192,1,1,.,1,1
838235,.,.,.,.,1
838244,.,1,1,.,.
838247,1,.,.,.,.
838253,.,1,.,.,.
838272,.,1,1,1,1
838296,1,1,1,1,1
838302,1,1,1,1,1
838308,.,1,.,.,.
838311,1,.,.,.,.
838327,1,1,1,1,1
838330,1,.,.,.,.
838333,1,.,.,.,.
838342,.,.,1,1,1
838345,1,0,1,1,1
838357,.,.,0,.,.
838360,.,0,0,0,0
838366,.,.,0,.,.
838381,0,1,1,1,1
838385,0,0,0,.,0
838388,1,.,.,.,.
838391,.,.,1,1,1
838400,.,.,.,.,1
838403,.,1,1,1,1
838421,1,.,.,.,.
838433,1,1,.,.,.
838458,.,0,1,1,0
838461,1,.,.,.,.
838470,1,.,.,.,.
838479,1,1,1,1,1
838491,.,.,.,1,.
838494,1,1,1,1,1
838507,1,.,1,1,0
838510,.,.,.,.,0
838528,.,1,1,.,1
838540,0,.,.,.,.
838543,.,0,.,.,.
838568,.,0,.,.,.
838589,1,.,.,.,.
838592,1,1,1,1,1
838595,1,.,.,.,.
838607,.,1,1,1,1
838616,.,.,1,1,.
838623,.,1,0,.,0
838626,.,.,0,1,0
838632,1,1,1,1,1
838638,.,.,1,1,1
838653,0,0,0,0,0
838690,.,.,1,1,1
838711,1,.,.,.,.
838720,.,.,.,.,1
838732,1,1,1,1,1
838735,.,1,1,1,1
838748,1,.,.,.,.
838754,1,.,1,.,1
838757,1,1,1,1,1
838775,1,1,1,1,1
838778,.,.,.,.,0
838800,1,.,.,.,.
838806,.,0,.,1,1
838809,.,1,1,1,1
838812,.,0,.,.,.
838821,1,.,.,.,.
838824,1,1,.,.,.
838827,.,.,1,.,.
838836,.,1,1,1,.
838851,1,1,1,.,1
838879,.,.,.,.,1
838888,0,0,0,0,0
838894,.,.,.,.,1
838909,1,1,1,1,1
838919,.,0,1,1,1
838946,.,.,0,.,.
838949,1,1,1,.,.
838967,.,1,0,1,1
838973,1,.,.,1,.
838986,.,.,.,1,.
838989,.,1,1,1,1
838995,0,.,.,.,.
839001,.,.,.,1,1
839010,1,.,.,1,.
839013,1,.,.,.,.
839028,.,.,0,1,1
839031,1,1,1,0,0
839053,1,1,1,1,1
839059,0,.,.,.,.
839062,.,.,.,.,1
839083,.,.,1,0,0
839099,1,1,1,1,1
839105,.,.,.,.,1
839138,.,.,1,.,.
839181,1,1,1,.,.
839184,1,.,.,.,.
839202,.,.,.,1,0
839208,1,1,1,.,.
839221,1,.,1,0,1
839227,.,.,.,1,.
839230,.,.,.,.,1
839239,1,.,.,.,.
839242,1,1,1,1,1
839251,.,.,0,.,.
839266,1,1,0,1,1
839285,.,.,0,0,0
839288,1,.,.,.,.
839294,.,.,.,.,1
839303,.,.,.,.,1
839318,1,1,1,1,1
839324,1,1,1,1,1
839328,1,1,1,1,1
839334,1,1,1,.,.
839352,0,0,.,.,.
839355,.,.,1,1,1
839373,1,1,1,.,.
839385,1,1,1,1,1
839392,1,1,1,1,1
839404,.,.,1,0,0
839407,0,0,.,.,.
839428,.,.,.,1,1
839447,0,0,0,.,0
839453,.,.,1,1,1
839465,1,1,.,.,.
839471,1,1,1,.,.
839498,.,.,.,.,1
839501,.,.,.,.,1
839520,.,.,.,.,1
839526,1,1,1,1,1
839529,1,.,1,.,1
839532,1,1,1,.,.
839535,0,.,.,.,.
839544,1,.,.,.,.
839550,.,.,.,.,0
839553,1,1,1,1,1
839556,.,.,0,.,.
839559,1,1,0,1,1
839566,1,.,.,.,.
839575,.,.,1,.,.
839578,.,1,1,0,1
839581,.,1,1,1,1
839584,1,.,0,1,1
839593,1,.,1,1,.
839608,.,.,1,.,.
839611,1,.,.,.,.
839620,1,.,.,.,.
839639,1,.,.,.,.
839642,1,1,1,1,1
839648,1,1,1,1,.
839657,1,1,1,1,1
839663,1,1,1,1,1
839675,0,1,1,.,1
839678,.,.,1,1,0
839682,.,.,1,1,1
839685,1,1,0,1,1
839691,1,.,.,.,.
839694,1,1,1,1,1
839739,0,0,0,.,0
839743,1,.,.,.,.
839749,1,.,.,1,.
839752,.,.,1,1,1
839764,.,.,.,.,1
839776,1,.,1,1,1
839788,.,.,.,.,1
839797,1,0,1,0,0
839810,.,.,.,.,1
839813,.,.,1,1,1
839819,0,.,.,.,.
839834,1,.,.,.,.
839849,0,0,0,0,0
839862,.,.,1,1,1
839871,1,1,1,1,1
839904,1,1,1,1,1
839950,.,.,.,.,1
839978,0,0,0,0,0
839984,1,.,.,.,.
840008,1,1,.,.,.
840023,1,1,1,1,1
840039,1,1,1,1,1
840045,.,.,0,1,0
840051,.,0,.,.,.
840054,.,.,1,.,.
840066,.,.,.,.,1
840075,1,.,1,1,1
840078,1,1,1,1,0
840093,1,.,.,.,.
840097,1,0,.,1,1
840100,.,.,.,0,.
840109,.,.,1,.,1
840112,.,1,1,1,1
840115,.,1,1,1,.
840118,.,.,1,.,.
840121,.,.,.,.,1
840130,.,.,.,.,1
840136,.,.,1,1,1
840142,.,.,.,.,1
840145,1,1,1,1,.
840173,.,.,1,.,.
840182,1,1,1,1,1
840185,1,1,1,1,1
840188,.,.,1,1,1
840197,1,.,1,1,1
840216,1,.,.,.,.
840237,.,1,.,1,1
840243,1,.,.,.,.
840246,.,.,.,.,1
840261,0,.,.,.,.
840267,1,.,.,1,1
840280,1,.,1,.,.
840292,1,.,.,.,.
840307,1,0,0,.,.
840310,.,.,1,.,.
840313,1,1,1,1,1
840338,0,0,0,.,.
840344,.,.,.,.,1
840362,.,.,.,.,1
840365,.,.,0,.,.
840368,1,1,1,1,1
840393,.,.,.,.,1
840396,1,.,.,.,.
840405,1,.,.,.,.
840411,.,.,.,.,1
840417,1,1,1,.,0
840429,1,.,1,.,1
840441,1,1,.,.,.
840444,.,.,0,.,.
840463,1,1,1,1,1
840469,.,1,.,.,.
840475,.,.,1,1,1
840478,.,.,1,1,1
840481,.,.,.,.,1
840484,.,.,1,1,1
840490,0,1,1,0,0
840496,1,1,1,1,1
840515,.,.,1,.,0
840524,.,.,.,.,1
840542,.,.,.,.,1
840551,.,.,1,.,.
840563,1,0,.,1,0
840567,1,.,.,.,.
840573,1,.,.,.,.
840579,.,.,1,1,1
840594,.,.,1,1,0
840615,1,.,.,.,.
840628,0,0,0,0,0
840634,1,1,1,1,1
840637,.,0,0,0,0
840649,.,.,.,1,.
840652,.,.,.,.,1
840664,1,.,.,.,.
840679,0,.,0,.,0
840686,.,.,0,1,0
840704,1,1,1,1,1
840707,.,.,.,.,0
840710,1,1,1,1,1
840713,.,.,0,1,1
840728,1,1,1,.,1
840734,0,0,1,.,.
840747,.,.,1,.,1
840750,1,1,.,.,.
840756,1,1,1,1,1
840765,1,1,0,1,1
840792,.,.,.,.,1
840795,1,1,1,1,1
840808,1,1,1,1,1
840820,1,1,1,1,1
840835,0,0,.,.,.
840838,1,1,1,1,1
840853,1,.,.,.,.
840863,.,.,1,1,1
840869,1,1,1,1,1
840875,1,1,1,.,.
840893,.,1,1,1,1
840905,.,.,.,0,.
840930,.,.,.,0,0
840939,1,1,1,.,.
840975,1,1,.,.,.
840982,1,1,1,1,.
840988,1,1,.,.,.
840994,1,0,1,1,1
840997,1,.,1,1,1
841009,1,1,.,.,.
841021,.,.,1,1,.
841030,.,.,1,.,.
841052,1,.,.,.,.
841082,1,1,1,1,1
841098,.,.,.,.,1
841113,.,.,.,.,1
841116,.,.,0,.,.
841131,1,.,.,.,.
841134,1,1,1,1,1
841177,.,1,.,.,.
841183,1,1,0,.,1
841195,1,.,.,.,.
841201,1,1,1,1,1
841223,.,.,.,.,1
841238,.,0,.,.,.
841253,1,1,.,.,.
841302,1,.,.,.,.
841326,1,1,0,.,.
841333,1,1,1,1,1
841375,.,1,1,1,1
841384,1,1,1,1,1
841394,.,.,.,.,1
841397,1,.,.,.,.
841409,0,1,1,1,.
841424,.,1,1,1,.
841433,.,1,.,.,.
841442,1,1,1,1,1
841461,1,.,1,.,1
841464,1,.,.,.,.
841470,1,1,1,1,1
841479,1,1,1,1,.
841488,.,.,1,1,1
841491,1,.,0,1,1
841506,.,0,.,.,.
841513,1,1,1,1,.
841540,1,1,1,.,.
841549,1,1,1,1,.
841555,1,1,.,.,.
841564,1,.,.,.,.
841589,1,1,0,.,.
841601,1,.,.,.,.
841610,.,.,0,1,1
841613,1,.,.,.,.
841622,.,.,.,.,1
841629,1,1,1,1,1
841644,.,.,.,.,0
841677,.,.,1,.,.
841687,1,1,1,1,1
841699,.,1,.,1,1
841705,.,.,.,.,0
841714,1,1,1,1,1
841717,1,1,1,1,1
841726,1,1,1,.,1
841732,.,1,1,1,.
841744,1,1,.,.,.
841757,1,1,1,1,1
841766,.,.,0,1,1
841769,.,1,1,.,.
841787,.,.,1,1,1
841806,.,.,.,.,1
841812,1,.,.,.,.
841821,.,.,0,.,.
841827,1,1,1,1,1
841830,1,.,1,.,.
841848,1,.,.,.,.
841857,.,.,.,.,1
841870,.,0,0,1,1
841876,1,.,.,.,.
841912,.,.,1,1,.
841931,.,.,.,.,0
841934,1,0,.,1,.
841937,1,.,.,.,.
841952,1,1,1,1,1
841976,1,.,.,.,.
841979,1,.,.,.,.
841983,1,1,.,1,1
841995,1,1,1,1,1
842001,1,.,.,.,.
842022,1,.,.,.,.
842025,1,.,.,.,.
842031,1,1,.,.,.
842034,1,1,1,1,1
842041,.,.,.,.,1
842050,1,1,1,0,0
842074,1,1,1,1,0
842080,.,.,1,1,1
842098,0,1,.,1,1
842102,.,0,0,.,.
842108,1,1,1,1,1
842111,.,.,1,0,1
842126,.,1,1,1,1
842129,1,1,1,1,1
842138,1,1,1,1,1
842150,1,1,1,1,1
842156,1,.,.,.,.
842166,1,.,.,.,.
842178,1,1,1,1,1
842184,.,.,.,1,.
842208,1,.,.,.,.
842227,1,1,1,1,1
842233,1,1,1,1,1
842242,1,1,1,1,1
842248,1,1,1,1,.
842251,1,1,1,1,0
842257,1,1,1,1,1
842260,.,.,.,1,.
842266,.,.,0,1,.
842269,.,.,1,.,.
842282,.,.,.,0,0
842288,1,.,.,.,.
842291,0,0,.,.,.
842297,.,.,.,.,1
842321,.,.,.,.,1
842327,1,1,1,.,0
842330,.,1,1,1,1
842333,0,.,1,.,.
842349,0,1,1,.,.
842352,1,1,1,1,1
842355,0,.,.,.,.
842370,1,1,1,1,1
842373,.,.,.,.,1
842379,1,1,1,1,1
842382,1,1,1,1,1
842385,1,.,.,.,.
842404,1,1,1,0,0
842407,1,.,.,1,.
842410,.,.,.,.,1
842422,.,.,.,.,1
842437,0,0,0,0,0
842468,1,.,.,.,.
842474,1,1,.,.,.
842501,.,1,1,1,1
842510,.,.,.,1,1
842532,1,.,.,.,.
842538,.,.,1,0,.
842541,.,.,.,.,1
842556,1,.,.,.,.
842559,1,1,1,1,1
842572,1,.,.,1,.
842578,.,.,0,0,0
842581,.,.,1,.,.
842584,0,0,0,0,0
842590,.,.,1,1,1
842596,1,1,1,1,1
842599,.,.,1,1,1
842602,.,0,.,.,.
842608,.,1,1,.,.
842636,1,1,1,1,.
842648,1,1,1,1,1
842675,1,1,1,1,1
842681,1,1,1,1,1
842687,1,.,.,.,.
842697,.,.,.,.,0
842709,1,.,.,.,.
842712,.,.,.,0,.
842721,0,1,0,1,1
842733,1,1,1,1,1
842742,1,.,1,.,1
842758,1,.,.,.,.
842761,1,.,.,.,.
842767,.,.,1,1,1
842773,0,1,0,1,1
842779,1,.,1,1,1
842782,0,0,0,.,.
842788,.,.,0,0,.
842791,1,.,.,.,.
842797,0,.,0,0,0
842816,1,.,.,.,.
842822,1,1,1,1,1
842837,1,1,1,1,1
842855,0,.,.,.,.
842883,1,1,.,.,.
842898,1,1,1,1,1
842904,1,.,.,.,.
842916,1,1,1,.,.
842926,1,1,1,.,1
842944,1,.,.,.,.
842950,1,1,1,1,1
842956,1,1,1,1,1
842968,.,1,1,1,1
842971,.,.,.,.,1
842987,.,.,1,0,0
842993,1,1,1,1,1
843014,.,.,1,1,0
843020,1,1,0,1,1
843029,.,.,0,.,0
843035,1,1,1,1,1
843038,1,1,1,1,1
843045,1,1,1,1,1
843051,.,.,1,1,1
843057,.,.,.,1,1
843069,.,.,1,1,1
843090,.,.,.,.,1
843115,.,.,1,1,.
843118,.,.,0,1,.
843133,1,.,.,1,1
843136,1,1,1,1,1
843157,0,.,.,.,.
843164,0,.,.,.,.
843179,1,.,.,.,.
843191,1,.,.,.,.
843222,1,.,.,.,.
843228,1,.,.,.,.
843237,.,0,0,1,.
843249,1,.,.,1,0
843252,.,.,1,1,.
843258,.,.,1,1,1
843264,.,.,.,.,1
843267,1,1,.,.,.
843270,1,1,1,1,1
843286,1,1,1,1,1
843289,1,1,1,1,1
843295,1,1,.,.,.
843334,1,.,.,1,.
843338,1,1,1,1,.
843350,.,.,.,.,1
843359,.,1,.,1,1
843377,.,1,1,1,1
843380,1,1,1,1,1
843389,.,.,1,.,.
843392,1,1,1,1,1
843402,1,.,.,.,.
843417,1,1,1,.,1
843420,0,0,0,1,.
843432,1,.,.,.,.
843435,.,.,0,.,1
843441,0,.,1,0,1
843453,1,1,1,1,.
843457,1,1,1,1,1
843460,1,1,0,.,.
843466,.,1,1,0,.
843469,1,1,1,1,1
843475,1,1,1,.,0
843481,1,1,1,1,1
843496,.,.,0,0,0
843502,.,.,.,1,1
843511,.,.,.,.,1
843524,1,1,1,1,1
843527,.,.,1,.,.
843551,.,.,.,0,0
843554,1,.,.,.,.
843579,.,.,.,.,1
843594,1,1,1,.,.
843609,1,1,1,1,.
843615,.,0,0,0,0
843618,1,.,.,.,.
843621,.,.,1,1,1
843624,1,.,1,.,.
843630,1,1,1,1,.
843655,.,.,0,.,.
843664,1,.,1,1,1
843692,1,1,0,0,0
843698,.,.,1,1,.
843728,1,.,.,.,.
843731,.,.,1,1,1
843737,1,1,1,1,.
843743,.,.,1,1,.
843753,.,.,0,.,.
843756,0,0,0,0,0
843762,.,1,1,1,1
843768,1,.,.,1,.
843777,1,1,1,1,1
843780,0,1,0,0,0
843786,.,.,.,1,1
843801,.,.,1,1,.
843826,1,1,1,.,.
843838,.,1,1,1,1
843841,1,1,1,1,.
843844,1,.,.,.,.
843847,.,.,1,1,1
843872,.,.,.,1,1
843878,1,.,.,.,.
843890,.,.,.,.,1
843893,1,1,1,1,1
843899,1,0,1,0,0
843908,1,1,1,.,1
843920,1,1,1,1,1
843933,.,.,.,.,1
843939,.,.,.,.,1
843945,1,1,1,1,1
843966,1,.,.,.,.
843969,.,.,.,.,0
843975,.,1,1,1,1
843984,1,.,1,.,.
844006,0,0,0,0,0
844036,1,1,1,1,1
844039,1,.,1,1,1
844042,.,.,.,1,1
844067,.,.,0,1,1
844082,.,.,.,.,0
844088,.,.,1,1,0
844097,1,1,.,.,.
844100,.,.,0,0,0
844107,1,1,.,.,.
844119,1,1,1,1,.
844128,1,.,.,.,.
844134,.,.,.,.,0
844137,.,.,1,1,.
844140,1,.,.,.,.
844155,1,1,1,.,1
844158,.,.,.,1,1
844180,1,1,.,.,1
844186,1,1,1,1,1
844189,.,1,1,1,.
844195,0,.,.,.,0
844207,1,1,.,.,.
844210,1,.,.,.,.
844213,1,.,.,.,.
844219,1,1,0,1,.
844232,.,.,1,1,1
844241,1,1,1,1,1
844256,1,1,1,1,1
844271,1,.,.,.,.
844293,0,0,0,.,0
844299,1,1,1,.,.
844311,1,.,.,.,1
844314,1,1,1,1,1
844342,0,0,0,0,.
844390,1,1,.,1,1
844393,0,0,.,0,1
844406,1,1,0,1,1
844412,1,1,1,1,1
844418,0,0,0,1,0
844427,1,1,1,1,1
844430,1,.,.,.,.
844436,1,1,1,1,.
844442,1,1,1,1,1
844458,1,1,1,.,.
844467,1,1,1,1,.
844470,1,1,.,0,.
844485,1,.,.,.,.
844488,0,0,.,0,0
844491,1,0,1,.,1
844503,0,0,1,1,1
844509,1,.,.,.,.
844525,1,.,.,.,.
844528,1,.,1,.,1
844531,.,.,1,.,1
844549,1,.,.,.,.
844561,1,.,.,.,.
844567,.,1,1,.,1
844577,1,1,1,.,.
844580,1,0,0,1,1
844638,0,0,0,1,.
844644,.,.,.,.,1
844653,0,.,.,.,.
844671,1,1,1,.,1
844683,1,1,.,.,.
844702,.,.,.,.,1
844717,0,.,.,.,.
844726,1,.,.,.,.
844744,.,.,1,.,.
844750,1,1,1,1,1
844766,.,.,.,.,1
844769,.,.,.,.,1
844812,.,.,.,.,1
844815,.,1,.,1,1
844824,1,.,.,.,.
844830,1,0,1,1,1
844836,.,1,1,1,.
844839,.,.,1,1,1
844863,1,.,.,.,.
844869,.,.,1,1,1
844876,1,1,1,1,1
844879,1,1,1,.,0
844888,1,1,1,.,.
844894,.,.,.,.,0
844897,.,.,.,.,1
844900,1,1,1,1,1
844903,1,1,1,.,1
844906,.,.,.,.,1
844912,1,.,.,.,.
844921,1,1,1,.,1
